Filial;Pedido;Ped EBS;Razão Social;Fim Ciclo;OTIF;ON_TIME;IN_FULL;Data Emissão;Data Previsão;Data Ult Ent;Prev KG;Entregue KG;Cancel KG;Pendente KG;CNPJ
20;33290088;33540447;DINIZ SUPERMERCADOS LIMITADA;S;S;S;S;28/01/2022;02/02/2022;02/02/2022;2373;2373;0;0;3,12314E+12
20;33290089;33540449;DINIZ SUPERMERCADOS LIMITADA;S;S;S;S;28/01/2022;02/02/2022;02/02/2022;147,6;147,6;0;0;3,12314E+12
20;80880107;33529595;DANIELLY GOMES DE MACEDO MERCADINHO;S;S;S;S;27/01/2022;03/02/2022;02/02/2022;27,71;26,75;0,96;0;1,0518E+13
20;75150626;33522958;ANNA SARAH ALVES FELIX DANTAS DE MENDONC;N;;;;26/01/2022;04/02/2022;02/02/2022;282,92;179,28;0;103,64;1,25945E+12
20;10993844;33537764;M J GONCALVES MARIANO - ME;S;N;S;N;28/01/2022;03/02/2022;02/02/2022;52,6;48,4;4,2;0;3,29062E+12
433;24245849;33520654;JOSIVAL BARBOSA DA SILVA;S;N;N;N;25/01/2022;31/01/2022;02/02/2022;664;506,4;157,6;0;4,07605E+13
433;24245859;33539100;JOSIVAL BARBOSA DA SILVA;S;N;S;N;28/01/2022;02/02/2022;02/02/2022;120;26,4;93,6;0;4,07605E+13
20;27439333;33555748;MARIA SANDRA FERREIRA - ME;S;S;S;S;31/01/2022;02/02/2022;02/02/2022;4,8;4,8;0;0;1,7683E+13
21;1025315;33451956;MARIA SELLES PEROTE FRANCA 62459880391;N;;;;12/01/2022;21/01/2022;02/02/2022;385,84;379,54;0;6,3;3,5694E+13
421;31633198;33498984;FRANCISCO GLEUDSON SILVA RABELO 92413269304;S;N;N;N;21/01/2022;27/01/2022;02/02/2022;41,58;32,62;8,96;0;3,68458E+13
426;75397087;33510766;R. DE OLIVEIRA SILVA & CIA LTDA;S;N;S;N;24/01/2022;04/02/2022;02/02/2022;309,628;265,148;44,48;-5,68E-14;9,2268E+12
426;75397116;33527694;R. DE OLIVEIRA SILVA & CIA LTDA;S;S;S;S;27/01/2022;04/02/2022;02/02/2022;10,715;10,715;0;0;9,2268E+12
01M;66640666;33548696;MARIA DARILENE OLIVEIRA DE LIMA;S;N;N;S;31/01/2022;01/02/2022;02/02/2022;150;150;0;0;5,74795E+12
20;10993838;33536914;FRANCISCO WELLESTON DE ABREU 40343065304;S;N;S;N;28/01/2022;03/02/2022;02/02/2022;64;52;12;0;3,49923E+13
01M;5309273;33553295;PIZZARIA ITALIA LTDA - ME;S;S;S;S;31/01/2022;02/02/2022;02/02/2022;250;250;0;0;8,69701E+13
01M;78704509;33548848;M S LOPES - ME;S;N;N;S;31/01/2022;01/02/2022;02/02/2022;50;50;0;0;64707000161
20;73166230;33559860;MIKAELE ALENCAR FONSECA ARAUJO 10846319462;S;N;S;N;01/02/2022;02/02/2022;02/02/2022;62,9;28,4;34,5;0;4,12229E+13
433;62121559;33305330;J M SOBRAL DANTAS SUPERMERCADO - ME;N;;;;15/12/2021;22/12/2021;02/02/2022;934,458;927,458;0;7;1,05923E+13
433;62121621;33418137;J M SOBRAL DANTAS SUPERMERCADO - ME;N;;;;07/01/2022;12/01/2022;02/02/2022;1151,808;1108,008;0;43,8;1,05923E+13
433;62121645;33469172;J M SOBRAL DANTAS SUPERMERCADO - ME;S;N;N;S;17/01/2022;21/01/2022;02/02/2022;250;250;0;0;1,05923E+13
433;62121700;33551047;J M SOBRAL DANTAS SUPERMERCADO - ME;N;;;;31/01/2022;04/02/2022;02/02/2022;1081,69;945,19;0;136,5;1,05923E+13
01M;50453067;33440280;SUPERMERCADO TELEFRANGO LTDA - ME;N;;;;11/01/2022;13/01/2022;02/02/2022;598,664;540,156;2,4;56,108;9,51762E+12
01M;50453084;33490386;SUPERMERCADO TELEFRANGO LTDA - ME;N;;;;20/01/2022;21/01/2022;02/02/2022;694,15;604,26;0;89,89;9,51762E+12
01M;50453132;33549396;SUPERMERCADO TELEFRANGO LTDA - ME;N;;;;31/01/2022;01/02/2022;02/02/2022;2650,239;2364,743;0;285,496;9,51762E+12
433;62121617;33413413;S M BEZERRA - ME;S;N;N;S;06/01/2022;12/01/2022;02/02/2022;315,2;315,2;0;-5,68E-14;2,94825E+12
421;54940773;33525004;FRANCISCO DE ASSIS PARENTE PONTES ME;S;N;S;N;26/01/2022;03/02/2022;02/02/2022;32,96;30,56;2,4;0;6,34756E+13
20;10993807;33500576;F M JUVENAL DE SOUSA ME;S;S;S;S;21/01/2022;03/02/2022;02/02/2022;30;30;0;0;3,50162E+13
20;75150599;33519488;C M DE MORAIS MINIMERCADOS - ME;S;N;S;N;25/01/2022;03/02/2022;02/02/2022;186,8;183,92;2,88;2,84E-14;2,43058E+13
421;30266345;33537275;SUPERMERCADO MERCANTUDO LTDA - EPP;S;S;S;S;28/01/2022;03/02/2022;02/02/2022;15,6;15,6;0;0;6,61535E+12
421;52552161;33417897;SUPERMERCADO MERCANTUDO LTDA - EPP;N;;;;07/01/2022;13/01/2022;02/02/2022;259,91;209,68;2,4;47,83;6,61535E+12
421;52552222;33455298;SUPERMERCADO MERCANTUDO LTDA - EPP;N;;;;13/01/2022;20/01/2022;02/02/2022;266,34;179,2;0;87,14;6,61535E+12
421;52552422;33533957;SUPERMERCADO MERCANTUDO LTDA - EPP;S;N;S;N;27/01/2022;03/02/2022;02/02/2022;4,88;2;2,88;0;6,61535E+12
421;52552425;33533981;SUPERMERCADO MERCANTUDO LTDA - EPP;N;;;;27/01/2022;03/02/2022;02/02/2022;180,872;140,672;0;40,2;6,61535E+12
421;52552426;33533982;SUPERMERCADO MERCANTUDO LTDA - EPP;S;N;S;N;27/01/2022;03/02/2022;02/02/2022;107,028;99,348;7,68;1,42E-14;6,61535E+12
421;52552453;33537274;SUPERMERCADO MERCANTUDO LTDA - EPP;S;S;S;S;28/01/2022;03/02/2022;02/02/2022;400;400;0;0;6,61535E+12
20;58581771;33558011;MARIA NALVA GOMES DE FREITAS ME;S;N;S;N;31/01/2022;02/02/2022;02/02/2022;64,16;41,92;22,24;0;4,96235E+12
20;58581772;33558012;MARIA NALVA GOMES DE FREITAS ME;N;;;;31/01/2022;02/02/2022;02/02/2022;54,628;22,868;0;31,76;4,96235E+12
20;58581773;33558015;MARIA NALVA GOMES DE FREITAS ME;S;N;S;N;31/01/2022;02/02/2022;02/02/2022;63,04;49,82;13,22;0;4,96235E+12
20;58581774;33557961;MARIA NALVA GOMES DE FREITAS ME;S;N;S;N;31/01/2022;02/02/2022;02/02/2022;77,2;51,6;25,6;0;4,96235E+12
20;58581775;33558190;MARIA NALVA GOMES DE FREITAS ME;S;N;S;N;31/01/2022;02/02/2022;02/02/2022;55,2;42,4;12,8;0;4,96235E+12
20;58581778;33558019;MARIA NALVA GOMES DE FREITAS ME;S;N;S;N;31/01/2022;02/02/2022;02/02/2022;53,8;45,4;8,4;0;4,96235E+12
421;54940774;33525008;ANTONIA NADIELLE AGUIAR RODRIGUES 01946759392;S;N;S;N;26/01/2022;03/02/2022;02/02/2022;58,28;43,34;14,94;0;2,17697E+13
21;1025397;33528457;P G DE OLIVEIRA DE SOUSA EIRELI - ME;S;S;S;S;27/01/2022;03/02/2022;02/02/2022;31;31;0;0;2,477E+13
01M;76136127;33555983;PADARIA E CONFEITARIA BOM DO TRIGO LTDA;S;S;S;S;31/01/2022;02/02/2022;02/02/2022;523;523;0;0;2,83955E+13
01M;76136129;33555985;PADARIA E CONFEITARIA BOM DO TRIGO LTDA;S;S;S;S;31/01/2022;02/02/2022;02/02/2022;500;500;0;0;2,83955E+13
01M;76136131;33556014;PADARIA E CONFEITARIA BOM DO TRIGO LTDA;S;S;S;S;31/01/2022;02/02/2022;02/02/2022;500;500;0;0;2,83955E+13
01M;76136133;33556015;PADARIA E CONFEITARIA BOM DO TRIGO LTDA;S;S;S;S;31/01/2022;02/02/2022;02/02/2022;500;500;0;0;2,83955E+13
01M;76136135;33556016;PADARIA E CONFEITARIA BOM DO TRIGO LTDA;S;S;S;S;31/01/2022;02/02/2022;02/02/2022;500;500;0;0;2,83955E+13
421;69608188;33499822;JOSE AIRTON RODRIGUES VIEIRA 32122462353;S;S;S;S;21/01/2022;03/02/2022;02/02/2022;28,6;28,6;0;0;1,7269E+13
421;92213485;33515941;SUPERMERCADO BIG PREA LTDA - ME;S;N;S;N;25/01/2022;03/02/2022;02/02/2022;156,04;151,24;4,8;-2,84E-14;3,63182E+13
421;5890198;33498323;ANTONIO ROBERTO FERNANDES MOREIRA;N;;;;12/01/2022;17/01/2022;02/02/2022;919,968;675,168;40;204,8;2,84786E+12
421;5890274;33500099;ANTONIO ROBERTO FERNANDES MOREIRA;S;N;N;N;21/01/2022;26/01/2022;02/02/2022;536,564;512,396;24,168;0;2,84786E+12
421;5890305;33536981;ANTONIO ROBERTO FERNANDES MOREIRA;N;;;;28/01/2022;01/02/2022;02/02/2022;432;352;0;80;2,84786E+12
421;5890306;33536984;ANTONIO ROBERTO FERNANDES MOREIRA;S;N;N;S;28/01/2022;01/02/2022;02/02/2022;157,48;157,48;0;0;2,84786E+12
421;5890307;33537059;ANTONIO ROBERTO FERNANDES MOREIRA;S;N;N;S;28/01/2022;01/02/2022;02/02/2022;2000;2000;0;0;2,84786E+12
421;80630513;33263491;ANTONIO ROBERTO FERNANDES MOREIRA;S;N;N;N;09/12/2021;15/12/2021;02/02/2022;1508,652;1359,498;149,154;2,27E-13;2,84786E+12
421;31554645;33522488;JOSE DELADIER MOREIRA DE ANDRADE ME;S;N;S;N;26/01/2022;03/02/2022;02/02/2022;61,689;39,259;22,43;0;1,22917E+12
421;52552417;33529879;CLOTILDE BEZERRA DE OLIVEIRA ME;S;N;S;N;27/01/2022;03/02/2022;02/02/2022;33,835;31,835;2;0;1,05296E+13
20;10993834;33533853;ROMARIO PEDROSA VITAL 06069903307;S;S;S;S;27/01/2022;03/02/2022;02/02/2022;11,145;11,145;0;0;2,42977E+13
20;73166149;33537360;CARIRI CENTER SUPERMERCADOS EIRELI;S;N;N;S;26/01/2022;01/02/2022;02/02/2022;13910;13894,2;15,8;0;1,5689E+13
20;58581780;33556574;J.FERREIRA NETO PADARIA-ME;S;N;N;N;31/01/2022;01/02/2022;02/02/2022;41,344;30,944;10,4;0;4,96986E+12
20;58581781;33556581;J.FERREIRA NETO PADARIA-ME;S;N;N;N;31/01/2022;01/02/2022;02/02/2022;49,26;43,98;5,28;0;4,96986E+12
20;58581782;33556596;J.FERREIRA NETO PADARIA-ME;S;N;N;N;31/01/2022;01/02/2022;02/02/2022;35,9;21,2;14,7;0;4,96986E+12
20;58581783;33556600;J.FERREIRA NETO PADARIA-ME;S;N;N;N;31/01/2022;01/02/2022;02/02/2022;51,6;43,2;8,4;0;4,96986E+12
20;58581784;33556654;J.FERREIRA NETO PADARIA-ME;S;N;S;N;31/01/2022;02/02/2022;02/02/2022;47,915;29,515;18,4;0;4,96986E+12
20;58581785;33556634;J.FERREIRA NETO PADARIA-ME;S;N;N;N;31/01/2022;01/02/2022;02/02/2022;70,4;69,2;1,2;0;4,96986E+12
21;38467865;33561363;FABIO DE OLIVEIRA LABRE 01271682303;S;N;N;N;31/01/2022;31/01/2022;02/02/2022;343,57;289,57;54;0;3,64928E+13
21;38467866;33561365;FABIO DE OLIVEIRA LABRE 01271682303;S;N;N;S;31/01/2022;31/01/2022;02/02/2022;8;8;0;0;3,64928E+13
421;52552414;33529874;SUPERMERCADO MOURAO EIRELI;S;N;S;N;27/01/2022;03/02/2022;02/02/2022;105,933;91,418;14,515;0;3,42488E+13
421;36493533;33518420;MARIA FLAVIA GOMES MESQUITA ME;S;S;S;S;25/01/2022;03/02/2022;02/02/2022;36,944;36,944;0;0;1,06062E+13
20;30266463;33541913;ECONOMICO SUPERMERCADOS LIMITADA;N;;;;28/01/2022;02/02/2022;02/02/2022;50;40;0;10;2,76432E+13
20;33290099;33541911;ECONOMICO SUPERMERCADOS LIMITADA;S;S;S;S;28/01/2022;02/02/2022;02/02/2022;2000;2000;0;0;2,76432E+13
20;33290100;33541912;ECONOMICO SUPERMERCADOS LIMITADA;N;;;;28/01/2022;02/02/2022;02/02/2022;1391,444;788,924;0;602,52;2,76432E+13
20;33290101;33541914;ECONOMICO SUPERMERCADOS LIMITADA;S;N;S;N;28/01/2022;02/02/2022;02/02/2022;970;946;24;0;2,76432E+13
421;65599247;33534523;VALERIA MOTA CORREIA ME;S;N;S;N;27/01/2022;03/02/2022;02/02/2022;151,076;112,416;38,66;0;4,14422E+13
421;65599281;33539338;VALERIA MOTA CORREIA ME;S;S;S;S;28/01/2022;10/02/2022;02/02/2022;9,6;9,6;0;0;4,14422E+13
421;57380267;33525834;JOSE AIRTON CAMPOS TORRES ME;S;N;S;N;26/01/2022;03/02/2022;02/02/2022;116,56;97,96;18,6;0;7,87894E+12
20;33290069;33538192;ECONOMICO SUPERMERCADOS LIMITADA;N;;;;26/01/2022;02/02/2022;02/02/2022;1466;1152,4;0;313,6;2,76432E+13
20;33290073;33539889;ECONOMICO SUPERMERCADOS LIMITADA;S;N;S;N;28/01/2022;02/02/2022;02/02/2022;516,33;502,394;13,936;0;2,76432E+13
01M;40950747;33555831;NOGUEIRA PAES LTDA;S;S;S;S;31/01/2022;02/02/2022;02/02/2022;60;60;0;0;1,313E+13
20;73166229;33559858;A. L. DE SOUSA FREITAS VARIEDADES;S;N;S;N;01/02/2022;02/02/2022;02/02/2022;116,668;105,7393176;10,9286824;0;1,41578E+13
421;57380265;33525828;JOSE GARCIA LOPES - ME;S;N;S;N;26/01/2022;03/02/2022;02/02/2022;37,94;31,7;6,24;0;7,41034E+13
421;65599269;33539330;JOSE BERNALDETE ALVES DE ARAUJO;S;S;S;S;28/01/2022;10/02/2022;02/02/2022;3,715;3,715;0;0;1,17289E+13
421;65812626;33440595;SUPERMERCADO BOM JESUS LTDA - ME;S;N;N;N;11/01/2022;20/01/2022;02/02/2022;296,764;283,204;13,56;-5,68E-14;1,22895E+13
20;10993814;33515272;JEOVA CAVALHEIRO DA SILVA - ME;S;N;S;N;25/01/2022;03/02/2022;02/02/2022;29,3;26,3;3;0;1,29996E+13
421;42510978;33518756;MERC ALVES LTDA;N;;;;25/01/2022;04/02/2022;02/02/2022;960;720;0;240;3,27109E+13
421;42510979;33518757;MERC ALVES LTDA;S;S;S;S;25/01/2022;04/02/2022;02/02/2022;19,2;19,2;0;0;3,27109E+13
01M;64790986;33561263;JCM COMERCIAL DE ALIMENTOS EIRELE ME;N;;;;26/01/2022;03/02/2022;02/02/2022;2841,28;2551,36;0;289,92;2,40479E+13
01M;59537615;33561312;JCM COMERCIAL DE ALIMENTOS EIRELE ME;S;S;S;S;26/01/2022;03/02/2022;02/02/2022;240;240;0;0;2,40479E+13
01M;64790987;33561311;JCM COMERCIAL DE ALIMENTOS EIRELE ME;N;;;;26/01/2022;03/02/2022;02/02/2022;2069,04;1109,04;0;960;2,40479E+13
21;23919077;33559928;TAMARA DE LUCENA VENANCIO;S;S;S;S;31/01/2022;02/02/2022;02/02/2022;136,32;136,32;0;0;3,32067E+13
421;65599204;33490682;EDMILSON VIEIRA DOS SANTOS;S;N;N;N;20/01/2022;27/01/2022;02/02/2022;32,98;30,58;2,4;0;2,37106E+13
421;92213483;33515937;OZIRES LOUZADA FELIPE ROCHA - ME;S;N;S;N;25/01/2022;03/02/2022;02/02/2022;35,2;32,8;2,4;7,11E-15;5,78141E+12
01M;10093449;33538056;A E G DE AGUIAR COMERCIO ALIMENTICIO;S;N;N;S;28/01/2022;31/01/2022;02/02/2022;50;50;0;0;7,33542E+12
01M;5309277;33553123;MB - EMPREENDIMENTOS HOTELEIROS E TURIST;S;S;S;S;31/01/2022;02/02/2022;02/02/2022;80;80;0;0;4,59548E+12
01M;950850;33517832;CUNHA E PINHEIRO SUPERMERCADO LTDA;S;N;N;N;25/01/2022;27/01/2022;02/02/2022;266,84;257,24;9,6;-5,68E-14;1,80625E+13
20;80880099;33527640;GRACIANE A DE ARAUJO ME;S;N;S;N;27/01/2022;03/02/2022;02/02/2022;64,745;37,545;27,2;0;8,85613E+12
421;54940769;33524968;LANCHONETE SOBRAL LTDA;S;S;S;S;26/01/2022;03/02/2022;02/02/2022;70;70;0;0;7,82179E+12
21;1025357;33505049;COMERCIAL ECONOMICO EIRELI - ME;N;;;;20/01/2022;28/01/2022;02/02/2022;317,444;283,488;0;33,956;4,22909E+13
20;58581761;33551286;PEDRO CARLOS SAMPAIO;S;N;N;N;31/01/2022;01/02/2022;02/02/2022;31,34;27,65951;3,68049;0;1,8397E+13
20;58581762;33551287;PEDRO CARLOS SAMPAIO;S;N;N;N;31/01/2022;01/02/2022;02/02/2022;47,2;44,68;2,52;0;1,8397E+13
20;58581763;33551290;PEDRO CARLOS SAMPAIO;S;N;S;N;31/01/2022;02/02/2022;02/02/2022;46,9;22,7;24,2;0;1,8397E+13
20;58581764;33551300;PEDRO CARLOS SAMPAIO;S;N;S;N;31/01/2022;02/02/2022;02/02/2022;69,76;64;5,76;0;1,8397E+13
20;58581765;33551304;PEDRO CARLOS SAMPAIO;S;S;S;S;31/01/2022;02/02/2022;02/02/2022;0,96;0,96;0;0;1,8397E+13
20;10993816;33515274;F LACERDA MOREIRA CAVALCANTE;S;N;S;N;25/01/2022;03/02/2022;02/02/2022;62,4;47,4;15;0;7,85212E+12
20;30266409;33539812;DINIZ SUPERMERCADOS LIMITADA;N;;;;28/01/2022;01/02/2022;02/02/2022;60;50;0;10;3,12314E+12
20;33290057;33507613;DINIZ SUPERMERCADOS LIMITADA;S;N;N;N;23/01/2022;25/01/2022;02/02/2022;2827,725;2809,15;18,575;0;3,12314E+12
20;33290078;33539811;DINIZ SUPERMERCADOS LIMITADA;N;;;;28/01/2022;01/02/2022;02/02/2022;4519,124;3838,788;0;680,336;3,12314E+12
20;33290082;33539695;DINIZ SUPERMERCADOS LIMITADA;S;N;N;S;28/01/2022;01/02/2022;02/02/2022;4400;4400;0;0;3,12314E+12
20;73166167;33537588;CARIRI CENTER SUPERMERCADOS EIRELI;S;N;S;N;27/01/2022;02/02/2022;02/02/2022;444,874;308,634;136,24;0;1,5689E+13
20;73166174;33537701;CARIRI CENTER SUPERMERCADOS EIRELI;N;;;;27/01/2022;02/02/2022;02/02/2022;3192;3074;0;118;1,5689E+13
20;73166190;33539155;CARIRI CENTER SUPERMERCADOS EIRELI;S;S;S;S;28/01/2022;02/02/2022;02/02/2022;111,45;111,45;0;0;1,5689E+13
20;73166191;33539156;CARIRI CENTER SUPERMERCADOS EIRELI;S;S;S;S;28/01/2022;02/02/2022;02/02/2022;39;39;0;0;1,5689E+13
433;59537686;33562008;ESTRELAO COMERCIO E REPRESENTACOES LTDA.;S;S;S;S;11/01/2022;09/02/2022;02/02/2022;14000;14000;0;0;2,96866E+12
421;31554652;33525638;ALVARO DE CASTRO GOUVEIA LIMA;S;S;S;S;26/01/2022;03/02/2022;02/02/2022;111,45;111,45;0;0;1,34332E+13
421;31554658;33525797;ALVARO DE CASTRO GOUVEIA LIMA;S;S;S;S;26/01/2022;03/02/2022;02/02/2022;250;250;0;0;1,34332E+13
433;79588432;33389154;CENTRAL DE DISTRIBUICAO SHOW DE PRECOLTDA;S;N;N;S;30/12/2021;03/01/2022;02/02/2022;897;897;0;0;4,12282E+13
421;52353096;33531281;OLGA MARTINS DE FREITAS EPP;S;N;S;N;27/01/2022;03/02/2022;02/02/2022;1004,5;889,76;114,74;0;1,22837E+13
421;52353097;33531282;OLGA MARTINS DE FREITAS EPP;S;S;S;S;27/01/2022;03/02/2022;02/02/2022;32;32;0;0;1,22837E+13
421;52353100;33537237;OLGA MARTINS DE FREITAS EPP;S;N;S;N;28/01/2022;03/02/2022;02/02/2022;78,536;70,936;7,6;0;1,22837E+13
21;1025295;33354383;DANIEL OLIVEIRA DA COSTA 08319047390;S;N;N;N;23/12/2021;30/12/2021;02/02/2022;512,24;501,36;10,88;0;2,83386E+13
433;79588467;33460738;VAREJISTA BOM PRECO LTDA;S;N;N;S;14/01/2022;19/01/2022;02/02/2022;353,39;353,39;0;0;4,47916E+12
433;79588468;33460774;VAREJISTA BOM PRECO LTDA;S;N;N;N;14/01/2022;19/01/2022;02/02/2022;799,664;736,264;63,4;1,14E-13;4,47916E+12
421;74844604;33520620;ANTONIA ANDREA DE LIMA AGUIAR - ME;S;N;S;N;26/01/2022;03/02/2022;02/02/2022;103,91;79,775;24,135;-1,42E-14;1,56659E+13
421;18767554;33533109;MARIA FRANCIVANIA DE AGUIAR LIMA 02863566350;S;N;S;N;27/01/2022;03/02/2022;02/02/2022;45,16;40,96;4,2;-7,11E-15;3,39743E+13
23;78938007;33515069;FABRICIO FARIAS SOARES;N;;;;25/01/2022;04/02/2022;02/02/2022;1400,476;1092,196;40;268,28;1,91724E+13
23;78938009;33515083;FABRICIO FARIAS SOARES;S;S;S;S;25/01/2022;04/02/2022;02/02/2022;80;80;0;0;1,91724E+13
23;78938013;33519543;FABRICIO FARIAS SOARES;N;;;;25/01/2022;04/02/2022;02/02/2022;48,08;24,54;0;23,54;1,91724E+13
20;69590603;33479984;LAURECI MOURAO DE LIMA ME;N;;;;18/01/2022;27/01/2022;02/02/2022;230,16;143,32;0;86,84;5,11371E+12
20;69590648;33518608;LAURECI MOURAO DE LIMA ME;S;N;S;N;25/01/2022;03/02/2022;02/02/2022;30,205;26,005;4,2;0;5,11371E+12
20;69590649;33518611;LAURECI MOURAO DE LIMA ME;N;;;;25/01/2022;03/02/2022;02/02/2022;11,36;10,4;0;0,96;5,11371E+12
20;58581804;33561674;SEVERINO PEDRO DE SALES ME;S;N;S;N;01/02/2022;02/02/2022;02/02/2022;42,6;35,29965648;7,30034352;0;2,75133E+12
421;65599244;33534522;JESSICA DA SILVA DE SOUSA;S;S;S;S;27/01/2022;03/02/2022;02/02/2022;100;100;0;0;3,11916E+13
20;10993828;33530354;A ARLEI PEDROSA ARRAIS ME;S;N;S;N;27/01/2022;03/02/2022;02/02/2022;451,34;435,17;16,17;-5,68E-14;2,35387E+13
433;59162712;33358389;COMERCIAL NOVINHO PRAXEDES LTDA - EPP;S;N;N;S;24/12/2021;04/01/2022;02/02/2022;1281,176;1281,176;0;-2,27E-13;8,22781E+12
433;59162766;33391336;COMERCIAL NOVINHO PRAXEDES LTDA - EPP;S;N;N;S;31/12/2021;27/01/2022;02/02/2022;409,5;409,5;0;0;8,22781E+12
01M;5309290;33555061;MAREDOMUS COMERCIO E SERVICOS DE ALIMENT;S;S;S;S;31/01/2022;02/02/2022;02/02/2022;30;30;0;0;1,35263E+13
01M;78621038;33519041;HAF DISTRIB LTDA;S;S;S;S;25/01/2022;09/02/2022;02/02/2022;17136;17136;0;0;1,99204E+12
421;92213481;33515186;ANTENOR MANOEL DA SILVEIRA ME;S;N;S;N;25/01/2022;03/02/2022;02/02/2022;87,62;61,42;26,2;0;4,3704E+11
01M;67121568;33505504;MERCANTIL ASP LTDA;N;;;;24/01/2022;25/01/2022;02/02/2022;435,516;367,576;0;67,94;1,72806E+13
01M;67121659;33560847;MERCANTIL ASP LTDA;N;;;;01/02/2022;02/02/2022;02/02/2022;858,605;754,04;0;104,565;1,72806E+13
433;59162805;33463490;AILTON P FERNANDES;N;;;;14/01/2022;25/01/2022;02/02/2022;1249,916;1227,068;0;22,848;4,10021E+13
433;59162806;33463491;AILTON P FERNANDES;N;;;;14/01/2022;25/01/2022;02/02/2022;1210,958;1129,618;0;81,34;4,10021E+13
433;59162842;33518853;AILTON P FERNANDES;S;S;S;S;25/01/2022;03/02/2022;02/02/2022;679,23;678,03;0;1,2;4,10021E+13
433;59162865;33556613;AILTON P FERNANDES;S;S;S;S;31/01/2022;07/02/2022;02/02/2022;3000;3000;0;0;4,10021E+13
433;59162866;33556615;AILTON P FERNANDES;S;S;S;S;31/01/2022;07/02/2022;02/02/2022;3000;3000;0;0;4,10021E+13
421;20071704;33414660;L M ARACATI COMERCIO DE CEREAIS LTDAEPP;S;N;N;N;06/01/2022;11/01/2022;02/02/2022;212,75;172,95;39,8;0;9,75297E+13
421;20071759;33460975;L M ARACATI COMERCIO DE CEREAIS LTDAEPP;S;N;N;N;14/01/2022;18/01/2022;02/02/2022;601,328;551,584;49,744;0;9,75297E+13
421;20071808;33498290;L M ARACATI COMERCIO DE CEREAIS LTDAEPP;S;N;N;N;21/01/2022;26/01/2022;02/02/2022;387,188;271,7;115,488;0;9,75297E+13
421;20071848;33530548;L M ARACATI COMERCIO DE CEREAIS LTDAEPP;S;N;N;N;27/01/2022;31/01/2022;02/02/2022;656,212;648,782;7,43;0;9,75297E+13
421;20071856;33533305;L M ARACATI COMERCIO DE CEREAIS LTDAEPP;S;N;N;N;27/01/2022;01/02/2022;02/02/2022;576,848;458,4;118,448;0;9,75297E+13
421;31554642;33522481;LUCIA MARIA SAMPAIO DE SOUSA ME;S;N;S;N;26/01/2022;03/02/2022;02/02/2022;33,36;29,16;4,2;0;3,03514E+11
20;75150614;33522113;ASSOCIACAO COMUNITARIA DE MILAGRES ACOM;N;;;;26/01/2022;04/02/2022;02/02/2022;587,646;482,786;0;104,86;5,45556E+12
433;79588489;33535460;COMERC QUEIROZ & CIA LTDA;N;;;;27/01/2022;04/02/2022;02/02/2022;1843,152;1440,146;0;403,006;7,97911E+12
433;79588490;33535462;COMERC QUEIROZ & CIA LTDA;N;;;;27/01/2022;04/02/2022;02/02/2022;661,15;591,15;0;70;7,97911E+12
433;79588492;33535534;COMERC QUEIROZ & CIA LTDA;S;S;S;S;28/01/2022;04/02/2022;02/02/2022;475,2;475,2;0;0;7,97911E+12
421;42510981;33524397;SHIRDLEY FREITAS SILVA - ME;S;N;S;N;26/01/2022;04/02/2022;02/02/2022;69,145;55,27;13,875;-1,42E-14;2,64338E+13
421;42510982;33524399;SHIRDLEY FREITAS SILVA - ME;S;S;S;S;26/01/2022;04/02/2022;02/02/2022;3,9;3,9;0;0;2,64338E+13
21;1025244;33271978;JOSIMAR NASCIMENTO - ME;S;N;N;S;10/12/2021;17/12/2021;02/02/2022;74;74;0;0;5,53677E+12
21;1025389;33527885;JOSIMAR NASCIMENTO - ME;S;S;S;S;27/01/2022;03/02/2022;02/02/2022;30;30;0;0;5,53677E+12
01M;29864546;33554767;SUPERMERCADO PROGRESSO LTDA;N;;;;31/01/2022;02/02/2022;02/02/2022;2028,54;1641,4;0;387,14;6,88131E+12
01M;29864547;33554784;SUPERMERCADO PROGRESSO LTDA;N;;;;31/01/2022;02/02/2022;02/02/2022;1999,626;1956,626;0;43;6,88131E+12
01M;29864550;33554792;SUPERMERCADO PROGRESSO LTDA;N;;;;31/01/2022;02/02/2022;02/02/2022;326,575;308;0;18,575;6,88131E+12
01M;29864551;33554796;SUPERMERCADO PROGRESSO LTDA;S;S;S;S;31/01/2022;02/02/2022;02/02/2022;192;192;0;0;6,88131E+12
421;33524834;33453126;CARLOS COSTA DE MOURA;N;;;;13/01/2022;21/01/2022;02/02/2022;1047,844;950,944;3,6;93,3;3,26634E+13
421;33524947;33522794;CARLOS COSTA DE MOURA;S;N;N;N;26/01/2022;01/02/2022;02/02/2022;1630,025;1604,02;26,005;0;3,26634E+13
433;79588477;33492641;J. F. BEZERRA COMERCIO LTDA;S;N;N;N;20/01/2022;26/01/2022;02/02/2022;201,728;198,848;2,88;0;8,00524E+12
433;79588478;33492671;J. F. BEZERRA COMERCIO LTDA;N;;;;20/01/2022;26/01/2022;02/02/2022;479,696;455,928;0;23,768;8,00524E+12
433;79588504;33551796;J. F. BEZERRA COMERCIO LTDA;S;S;S;S;31/01/2022;04/02/2022;02/02/2022;600;600;0;0;8,00524E+12
